Movimiento,Fecha,Cuenta,NoCuenta,Debe,Haber,Entidad
2022/01008,2022-05-06,Servicios de profesionales independientes,623000,731.85,0.0,Mitchell Wilson
2022/01008,2022-05-06,Acreedores por prestaciones de servicios (euros),410000,0.0,731.8499999999999,Mitchell Wilson
2022/01008,2022-05-06,Hacienda Pública. IVA soportado,472000,153.69,0.0,Mitchell Wilson
2022/01008,2022-05-06,Hacienda Pública. IVA repercutido,477000,0.0,153.69,Mitchell Wilson
2022/00987,2022-05-06,BBVA,572001,0.0,3.15,Elizabeth Kelley
2022/00987,2022-05-06,Acreedores por prestaciones de servicios (euros),410000,3.15,0.0,Elizabeth Kelley
2022/00985,2022-05-06,BBVA,572001,29.91,0.0,Michael Barnes
2022/00985,2022-05-06,Servicios bancarios y similares,626000,0.09,0.0,Michael Barnes
2022/00985,2022-05-06,Clientes (euros),430000,0.0,30.0,Michael Barnes
2022/00982,2022-05-06,BBVA,572001,792.55,0.0,Erin Edwards
2022/00982,2022-05-06,Clientes (euros),430000,0.0,792.55,Erin Edwards
2022/00981,2022-05-06,BBVA,572001,0.0,129.74,Michael Lewis
2022/00981,2022-05-06,Acreedores por prestaciones de servicios (euros),410000,129.74,0.0,Michael Lewis
2022/00975,2022-05-06,Hacienda Pública. IVA repercutido,477000,0.0,7.7,Kevin Price
2022/00975,2022-05-06,Servicios de profesionales independientes,623000,36.68,0.0,Kevin Price
2022/00975,2022-05-06,Hacienda Pública. IVA soportado,472000,7.7,0.0,Kevin Price
2022/00975,2022-05-06,Acreedores por prestaciones de servicios intracomunitarios (euros),410200,0.0,36.68,Kevin Price
2022/00973,2022-05-06,Clientes (euros),430000,30.0,0.0,Michael Barnes
2022/00973,2022-05-06,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Michael Barnes
2022/00973,2022-05-06,Prestaciones de servicios en España,705000,0.0,24.79,Michael Barnes
2022/01055,2022-05-08,Acreedores por prestaciones de servicios (euros),410000,0.0,118.99,Christina Johnson
2022/01055,2022-05-08,Otros servicios,629000,98.34,0.0,Christina Johnson
2022/01055,2022-05-08,Hacienda Pública. IVA soportado,472000,20.65,0.0,Christina Johnson
2022/00978,2022-05-08,Prestaciones de servicios en España,705000,0.0,5.0,Dana Bennett
2022/00978,2022-05-08,Prestaciones de servicios en España,705000,0.0,115.0,Dana Bennett
2022/00978,2022-05-08,Hacienda Pública. IVA repercutido,477000,0.0,35.7,Dana Bennett
2022/00978,2022-05-08,Prestaciones de servicios en España,705000,0.0,50.0,Dana Bennett
2022/00978,2022-05-08,Clientes (euros),430000,205.7,0.0,Dana Bennett
2022/00991,2022-05-09,BBVA,572001,0.0,3000.0,Jennifer Vaughn
2022/00991,2022-05-09,Acreedores por prestaciones de servicios (euros),410000,3000.0,0.0,Jennifer Vaughn
2022/00984,2022-05-09,BBVA,572001,53.24,0.0,Dana Bennett
2022/00984,2022-05-09,Clientes (euros),430000,0.0,53.24,Dana Bennett
2022/00983,2022-05-09,BBVA,572001,48.4,0.0,Dana Bennett
2022/00983,2022-05-09,Clientes (euros),430000,0.0,48.4,Dana Bennett
2022/00980,2022-05-09,Clientes (euros),430000,73.81,0.0,Fred Smith
2022/00980,2022-05-09,Hacienda Pública. IVA repercutido,477000,0.0,12.81,Fred Smith
2022/00980,2022-05-09,Prestaciones de servicios en España,705000,0.0,61.0,Fred Smith
2022/00979,2022-05-09,Clientes (euros),430000,78.21000000000001,0.0,Mark Thomas
2022/00979,2022-05-09,Hacienda Pública. IVA repercutido,477000,0.0,13.57,Mark Thomas
2022/00979,2022-05-09,Prestaciones de servicios en España,705000,0.0,64.64,Mark Thomas
2022/01007,2022-05-10,Cash,570001,33.88,0.0,Ethan Adams
2022/01007,2022-05-10,Clientes (euros),430000,0.0,33.88,Ethan Adams
2022/00995,2022-05-10,BBVA,572001,0.08,0.0,Brandon Kelly
2022/00995,2022-05-10,Acreedores por prestaciones de servicios (euros),410000,0.0,0.08,Brandon Kelly
2022/00994,2022-05-10,Tarjeta prepago BBVA,572004,70.0,0.0,Tommy Walter
2022/00994,2022-05-10,BBVA,572001,0.0,70.0,Tommy Walter
2022/00993,2022-05-10,Clientes (euros),430000,118.53,0.0,Fred Smith
2022/00993,2022-05-10,Hacienda Pública. IVA repercutido,477000,0.0,20.57,Fred Smith
2022/00993,2022-05-10,Prestaciones de servicios en España,705000,0.0,97.96,Fred Smith
2022/00992,2022-05-10,Clientes (euros),430000,33.88,0.0,Ethan Adams
2022/00992,2022-05-10,Prestaciones de servicios en España,705000,0.0,28.0,Ethan Adams
2022/00992,2022-05-10,Hacienda Pública. IVA repercutido,477000,0.0,5.88,Ethan Adams
2022/01357,2022-05-11,Tarjeta prepago BBVA,572004,0.0,69.68,Monica Brooks
2022/01357,2022-05-11,Proveedores (euros),400000,69.68,0.0,Monica Brooks
2022/01356,2022-05-11,Otros servicios,629000,0.94,0.0,Monica Brooks
2022/01356,2022-05-11,Proveedores (euros),400000,0.0,69.68,Monica Brooks
2022/01356,2022-05-11,Hacienda Pública. IVA soportado,472000,2.13,0.0,Monica Brooks
2022/01356,2022-05-11,Transportes,624000,3.7,0.0,Monica Brooks
2022/01356,2022-05-11,Hacienda Pública. IVA soportado,472000,9.96,0.0,Monica Brooks
2022/01356,2022-05-11,Otros servicios,629000,6.45,0.0,Monica Brooks
2022/01356,2022-05-11,Equipos para proceso de información,217000,46.5,0.0,Monica Brooks
2022/00997,2022-05-11,BBVA,572001,4830.65,0.0,Fred Smith
2022/00997,2022-05-11,Clientes (euros),430000,0.0,4830.65,Fred Smith
2022/00996,2022-05-11,Clientes (euros),430000,50.82,0.0,Ethan Adams
2022/00996,2022-05-11,Prestaciones de servicios en España,705000,0.0,42.0,Ethan Adams
2022/00996,2022-05-11,Hacienda Pública. IVA repercutido,477000,0.0,8.82,Ethan Adams
2022/01000,2022-05-12,BBVA,572001,74.77,0.0,Randy Griffin
2022/01000,2022-05-12,Servicios bancarios y similares,626000,0.23,0.0,Randy Griffin
2022/01000,2022-05-12,Clientes (euros),430000,0.0,75.0,Randy Griffin
2022/00999,2022-05-12,Prestaciones de servicios en España,705000,0.0,0.0,Randy Griffin
2022/00999,2022-05-12,Prestaciones de servicios en España,705000,0.0,61.98,Randy Griffin
2022/00999,2022-05-12,Hacienda Pública. IVA repercutido,477000,0.0,13.02,Randy Griffin
2022/00999,2022-05-12,Clientes (euros),430000,75.0,0.0,Randy Griffin
2022/00998,2022-05-12,BBVA,572001,205.7,0.0,Dana Bennett
2022/00998,2022-05-12,Clientes (euros),430000,0.0,205.7,Dana Bennett
2022/01028,2022-05-13,Servicios de profesionales independientes,623000,31.44,0.0,Jessica Rojas
2022/01028,2022-05-13,Hacienda Pública. IVA soportado,472000,6.6000000000000005,0.0,Jessica Rojas
2022/01028,2022-05-13,Hacienda Pública. IVA repercutido,477000,0.0,6.6000000000000005,Jessica Rojas
2022/01028,2022-05-13,Acreedores por prestaciones de servicios (euros),410000,0.0,31.44,Jessica Rojas
2022/01026,2022-05-13,BBVA,572001,411.4,0.0,Ethan Adams
2022/01026,2022-05-13,Clientes (euros),430000,0.0,411.4,Ethan Adams
2022/01006,2022-05-13,Prestaciones de servicios en España,705000,0.0,0.0,Autumn Anderson
2022/01006,2022-05-13,Prestaciones de servicios en España,705000,0.0,33.06,Autumn Anderson
2022/01006,2022-05-13,Hacienda Pública. IVA repercutido,477000,0.0,6.94,Autumn Anderson
2022/01006,2022-05-13,Clientes (euros),430000,40.0,0.0,Autumn Anderson
2022/01005,2022-05-13,Prestaciones de servicios en España,705000,0.0,57.85,Marcus King
2022/01005,2022-05-13,Hacienda Pública. IVA repercutido,477000,0.0,12.15,Marcus King
2022/01005,2022-05-13,Clientes (euros),430000,70.0,0.0,Marcus King
2022/01004,2022-05-13,Prestaciones de servicios en España,705000,0.0,0.0,Scott Stephens
2022/01004,2022-05-13,Clientes (euros),430000,25.0,0.0,Scott Stephens
2022/01004,2022-05-13,Hacienda Pública. IVA repercutido,477000,0.0,4.34,Scott Stephens
2022/01004,2022-05-13,Prestaciones de servicios en España,705000,0.0,20.66,Scott Stephens
2022/01003,2022-05-13,Clientes (euros),430000,36.3,0.0,Ethan Adams
2022/01003,2022-05-13,Prestaciones de servicios en España,705000,0.0,30.0,Ethan Adams
2022/01003,2022-05-13,Hacienda Pública. IVA repercutido,477000,0.0,6.3,Ethan Adams
2022/01002,2022-05-13,Clientes (euros),430000,9.92,0.0,Fred Smith
2022/01002,2022-05-13,Hacienda Pública. IVA repercutido,477000,0.0,1.72,Fred Smith
2022/01002,2022-05-13,Prestaciones de servicios en España,705000,0.0,8.2,Fred Smith
2022/01001,2022-05-13,Clientes (euros),430000,63.67,0.0,Fred Smith
2022/01001,2022-05-13,Hacienda Pública. IVA repercutido,477000,0.0,11.05,Fred Smith
2022/01001,2022-05-13,Prestaciones de servicios en España,705000,0.0,52.620000000000005,Fred Smith
2022/01335,2022-05-16,Proveedores (euros),400000,0.0,123.42,Paul Jones
2022/01335,2022-05-16,Hacienda Pública. IVA soportado,472000,21.42,0.0,Paul Jones
2022/01335,2022-05-16,Equipos para proceso de información,217000,102.0,0.0,Paul Jones
2022/01025,2022-05-16,BBVA,572001,0.0,0.67,Tommy Walter
2022/01025,2022-05-16,Servicios bancarios y similares,626000,0.67,0.0,Sierra Johnson
2022/01024,2022-05-16,BBVA,572001,25.0,0.0,Scott Stephens
2022/01024,2022-05-16,Clientes (euros),430000,0.0,25.0,Scott Stephens
2022/01023,2022-05-16,BBVA,572001,40.0,0.0,Autumn Anderson
2022/01023,2022-05-16,Clientes (euros),430000,0.0,40.0,Autumn Anderson
2022/01022,2022-05-16,BBVA,572001,70.0,0.0,Marcus King
2022/01022,2022-05-16,Clientes (euros),430000,0.0,70.0,Marcus King
2022/01015,2022-05-16,BBVA,572001,1975.12,0.0,Ryan Munoz
2022/01015,2022-05-16,Clientes (euros),430000,0.0,1975.12,Ryan Munoz
2022/01018,2022-05-18,BBVA,572001,99.78,0.0,Mark Thomas
2022/01018,2022-05-18,Clientes (euros),430000,0.0,99.78,Mark Thomas
2022/01017,2022-05-18,BBVA,572001,130.84,0.0,Mark Thomas
2022/01017,2022-05-18,Clientes (euros),430000,0.0,130.84,Mark Thomas
2022/01016,2022-05-18,BBVA,572001,70.0,0.0,Lee Steele
2022/01016,2022-05-18,Clientes (euros),430000,0.0,70.0,Lee Steele
2022/01014,2022-05-18,BBVA,572001,0.0,31.44,Shannon Taylor
2022/01014,2022-05-18,Acreedores por prestaciones de servicios (euros),410000,31.44,0.0,Shannon Taylor
2022/01013,2022-05-18,BBVA,572001,0.0,731.85,Mitchell Wilson
2022/01013,2022-05-18,Acreedores por prestaciones de servicios (euros),410000,731.85,0.0,Mitchell Wilson
2022/01010,2022-05-18,Clientes (euros),430000,66.55,0.0,Ethan Adams
2022/01010,2022-05-18,Prestaciones de servicios en España,705000,0.0,55.0,Ethan Adams
2022/01010,2022-05-18,Hacienda Pública. IVA repercutido,477000,0.0,11.55,Ethan Adams
2022/01009,2022-05-18,Clientes (euros),430000,70.0,0.0,Lee Steele
2022/01009,2022-05-18,Prestaciones de servicios en España,705000,0.0,57.85,Lee Steele
2022/01009,2022-05-18,Hacienda Pública. IVA repercutido,477000,0.0,12.15,Lee Steele
2022/01038,2022-05-19,Clientes (euros),430000,56.64,0.0,Fred Smith
2022/01038,2022-05-19,Hacienda Pública. IVA repercutido,477000,0.0,9.83,Fred Smith
2022/01038,2022-05-19,Prestaciones de servicios en España,705000,0.0,46.81,Fred Smith
2022/01037,2022-05-19,Clientes (euros),430000,169.7,0.0,Fred Smith
2022/01037,2022-05-19,Hacienda Pública. IVA repercutido,477000,0.0,29.45,Fred Smith
2022/01037,2022-05-19,Prestaciones de servicios en España,705000,0.0,140.25,Fred Smith
2022/01036,2022-05-19,Clientes (euros),430000,43.56,0.0,Dana Bennett
2022/01036,2022-05-19,Prestaciones de servicios en España,705000,0.0,36.0,Dana Bennett
2022/01036,2022-05-19,Hacienda Pública. IVA repercutido,477000,0.0,7.56,Dana Bennett
2022/01035,2022-05-19,BBVA,572001,0.0,36.68,Kevin Price
2022/01035,2022-05-19,Acreedores por prestaciones de servicios intracomunitarios (euros),410200,36.68,0.0,Kevin Price
2022/01034,2022-05-19,BBVA,572001,0.0,47.7,Thomas Peterson
2022/01034,2022-05-19,Acreedores por prestaciones de servicios en España (euros),410100,47.7,0.0,Thomas Peterson
2022/01033,2022-05-19,BBVA,572001,0.0,2979.02,William Evans
2022/01033,2022-05-19,Acreedores por prestaciones de servicios en España (euros),410100,2979.02,0.0,William Evans
2022/01032,2022-05-19,BBVA,572001,0.0,44.43,Mrs. Kristen Reyes
2022/01032,2022-05-19,Acreedores por prestaciones de servicios (euros),410000,44.43,0.0,Mrs. Kristen Reyes
2022/01031,2022-05-19,BBVA,572001,0.0,404.33,Michael Miller
2022/01031,2022-05-19,Acreedores por prestaciones de servicios (euros),410000,404.33,0.0,Michael Miller
2022/01030,2022-05-19,BBVA,572001,0.0,31.44,Jessica Rojas
2022/01030,2022-05-19,Acreedores por prestaciones de servicios (euros),410000,31.44,0.0,Jessica Rojas
2022/01029,2022-05-19,BBVA,572001,0.0,2002.21,James Ferrell
2022/01029,2022-05-19,Acreedores por prestaciones de servicios en España (euros),410100,2002.21,0.0,James Ferrell
2022/01021,2022-05-19,BBVA,572001,190.73,0.0,Stephen Young
2022/01021,2022-05-19,Servicios bancarios y similares,626000,0.5700000000000001,0.0,Stephen Young
2022/01021,2022-05-19,Clientes (euros),430000,0.0,191.3,Stephen Young
2022/01020,2022-05-19,Clientes (euros),430000,191.3,0.0,Stephen Young
2022/01020,2022-05-19,Hacienda Pública. IVA repercutido,477000,0.0,33.2,Stephen Young
2022/01020,2022-05-19,Prestaciones de servicios en España,705000,0.0,158.1,Stephen Young
2022/01019,2022-05-19,BBVA,572001,30.25,0.0,Jeremy Dalton
2022/01019,2022-05-19,Clientes (euros),430000,0.0,30.25,Jeremy Dalton
2022/01012,2022-05-19,Clientes (euros),430000,36.3,0.0,Ethan Adams
2022/01012,2022-05-19,Prestaciones de servicios en España,705000,0.0,30.0,Ethan Adams
2022/01012,2022-05-19,Hacienda Pública. IVA repercutido,477000,0.0,6.3,Ethan Adams
2022/01011,2022-05-19,Clientes (euros),430000,30.25,0.0,Jeremy Dalton
2022/01011,2022-05-19,Prestaciones de servicios en España,705000,0.0,25.0,Jeremy Dalton
2022/01011,2022-05-19,Hacienda Pública. IVA repercutido,477000,0.0,5.25,Jeremy Dalton
2022/01056,2022-05-20,BBVA,572001,0.0,118.99,Christina Johnson
2022/01056,2022-05-20,Acreedores por prestaciones de servicios (euros),410000,118.99,0.0,Christina Johnson
2022/01053,2022-05-20,BBVA,572001,59.82,0.0,Karen Ortiz
2022/01053,2022-05-20,Servicios bancarios y similares,626000,0.18,0.0,Karen Ortiz
2022/01053,2022-05-20,Clientes (euros),430000,0.0,60.0,Karen Ortiz
2022/01052,2022-05-20,BBVA,572001,2286.0,0.0,Abigail Shaffer
2022/01052,2022-05-20,Clientes (euros),430000,0.0,2286.0,Abigail Shaffer
2022/01041,2022-05-20,Clientes (euros),430000,326.55,0.0,Fred Smith
2022/01041,2022-05-20,Hacienda Pública. IVA repercutido,477000,0.0,56.67,Fred Smith
2022/01041,2022-05-20,Prestaciones de servicios en España,705000,0.0,269.88,Fred Smith
2022/01040,2022-05-20,Prestaciones de servicios en España,705000,0.0,0.0,Karen Ortiz
2022/01040,2022-05-20,Prestaciones de servicios en España,705000,0.0,49.59,Karen Ortiz
2022/01040,2022-05-20,Hacienda Pública. IVA repercutido,477000,0.0,10.41,Karen Ortiz
2022/01040,2022-05-20,Clientes (euros),430000,60.0,0.0,Karen Ortiz
2022/01039,2022-05-20,Clientes (euros),430000,205.7,0.0,John Austin
2022/01039,2022-05-20,Prestaciones de servicios en España,705000,0.0,170.0,John Austin
2022/01039,2022-05-20,Hacienda Pública. IVA repercutido,477000,0.0,35.7,John Austin
2022/01051,2022-05-23,BBVA,572001,135.0,0.0,Kyle Sanchez
2022/01051,2022-05-23,Clientes (euros),430000,0.0,135.0,Kyle Sanchez
2022/01050,2022-05-23,BBVA,572001,43.56,0.0,Dana Bennett
2022/01050,2022-05-23,Clientes (euros),430000,0.0,43.56,Dana Bennett
2022/01045,2022-05-23,Hacienda Pública. IVA repercutido,477000,0.0,248.05,Fred Smith
2022/01045,2022-05-23,Prestaciones de servicios en España,705000,0.0,1181.18,Fred Smith
2022/01045,2022-05-23,Clientes (euros),430000,1429.23,0.0,Fred Smith
2022/01044,2022-05-23,Hacienda Pública. IVA repercutido,477000,0.0,53.94,Fred Smith
2022/01044,2022-05-23,Prestaciones de servicios en España,705000,0.0,256.86,Fred Smith
2022/01044,2022-05-23,Clientes (euros),430000,310.8,0.0,Fred Smith
2022/01043,2022-05-23,Prestaciones de servicios en España,705000,0.0,70.0,Ethan Adams
2022/01043,2022-05-23,Hacienda Pública. IVA repercutido,477000,0.0,14.7,Ethan Adams
2022/01043,2022-05-23,Clientes (euros),430000,84.7,0.0,Ethan Adams
2022/01042,2022-05-23,Prestaciones de servicios en España,705000,0.0,111.57,Kyle Sanchez
2022/01042,2022-05-23,Hacienda Pública. IVA repercutido,477000,0.0,23.43,Kyle Sanchez
2022/01042,2022-05-23,Clientes (euros),430000,135.0,0.0,Kyle Sanchez
2022/01047,2022-05-24,Clientes (euros),430000,95.0,0.0,Lisa Grant
2022/01047,2022-05-24,Hacienda Pública. IVA repercutido,477000,0.0,16.490000000000002,Lisa Grant
2022/01047,2022-05-24,Prestaciones de servicios en España,705000,0.0,78.51,Lisa Grant
2022/01048,2022-05-24,BBVA,572001,0.0,21.78,Amber Hernandez
2022/01048,2022-05-24,Acreedores por prestaciones de servicios (euros),410000,21.78,0.0,Amber Hernandez
2022/01058,2022-05-24,BBVA,572001,0.0,21.0,Lisa Grant
2022/01058,2022-05-24,Partidas pendientes de aplicación,555000,21.0,0.0,Lisa Grant
2022/01057,2022-05-24,BBVA,572001,95.0,0.0,Lisa Grant
2022/01057,2022-05-24,Clientes (euros),430000,0.0,95.0,Lisa Grant
2022/01054,2022-05-24,BBVA,572001,34.89,0.0,Robert Montgomery
2022/01054,2022-05-24,Servicios bancarios y similares,626000,0.11,0.0,Robert Montgomery
2022/01054,2022-05-24,Clientes (euros),430000,0.0,35.0,Robert Montgomery
2022/01049,2022-05-24,BBVA,572001,205.7,0.0,John Austin
2022/01049,2022-05-24,Clientes (euros),430000,0.0,205.7,John Austin
2022/01046,2022-05-24,Clientes (euros),430000,35.0,0.0,Robert Montgomery
2022/01046,2022-05-24,Prestaciones de servicios en España,705000,0.0,28.93,Robert Montgomery
2022/01046,2022-05-24,Hacienda Pública. IVA repercutido,477000,0.0,6.07,Robert Montgomery
2022/01277,2022-05-25,Hacienda Pública. IVA soportado,472000,3.5500000000000003,0.0,Jacqueline Davis
2022/01277,2022-05-25,Acreedores por prestaciones de servicios (euros),410000,0.0,39.0,Jacqueline Davis
2022/01277,2022-05-25,"Publicidad, propaganda y relaciones públicas",627000,35.45,0.0,Jacqueline Davis
2022/01102,2022-05-25,Cash,570001,0.0,91.4,Laura Benson
2022/01102,2022-05-25,"Subvenciones, donaciones y legados a la explotación",740000,0.0,11.68,Laura Benson
2022/01102,2022-05-25,Acreedores por prestaciones de servicios (euros),410000,103.08,0.0,Laura Benson
2022/01101,2022-05-25,Otros servicios,629000,85.19,0.0,Laura Benson
2022/01101,2022-05-25,Acreedores por prestaciones de servicios (euros),410000,0.0,103.08,Laura Benson
2022/01101,2022-05-25,Hacienda Pública. IVA soportado,472000,17.89,0.0,Laura Benson
2022/01062,2022-05-25,Prestaciones de servicios en España,705000,0.0,64.0,Dana Bennett
2022/01062,2022-05-25,Hacienda Pública. IVA repercutido,477000,0.0,13.44,Dana Bennett
2022/01062,2022-05-25,Clientes (euros),430000,77.44,0.0,Dana Bennett
2022/01061,2022-05-25,Prestaciones de servicios en España,705000,0.0,143.34,Fred Smith
2022/01061,2022-05-25,Hacienda Pública. IVA repercutido,477000,0.0,30.1,Fred Smith
2022/01061,2022-05-25,Clientes (euros),430000,173.44,0.0,Fred Smith
2022/01060,2022-05-25,BBVA,572001,121.0,0.0,Brandon Mitchell
2022/01060,2022-05-25,Clientes (euros),430000,0.0,121.0,Brandon Mitchell
2022/01059,2022-05-25,Clientes (euros),430000,121.0,0.0,Brandon Mitchell
2022/01059,2022-05-25,Prestaciones de servicios en España,705000,0.0,100.0,Brandon Mitchell
2022/01059,2022-05-25,Hacienda Pública. IVA repercutido,477000,0.0,21.0,Brandon Mitchell
2022/01074,2022-05-26,BBVA,572001,2539.95,0.0,Fred Smith
2022/01074,2022-05-26,Clientes (euros),430000,0.0,2539.95,Fred Smith
2022/01063,2022-05-26,Clientes (euros),430000,35.0,0.0,Robert Montgomery
2022/01063,2022-05-26,Prestaciones de servicios en España,705000,0.0,28.93,Robert Montgomery
2022/01063,2022-05-26,Hacienda Pública. IVA repercutido,477000,0.0,6.07,Robert Montgomery
2022/01082,2022-05-27,BBVA,572001,0.0,0.52,Tommy Walter
2022/01082,2022-05-27,Servicios bancarios y similares,626000,0.52,0.0,Sierra Johnson
2022/01081,2022-05-27,BBVA,572001,35.0,0.0,Robert Montgomery
2022/01081,2022-05-27,Clientes (euros),430000,0.0,35.0,Robert Montgomery
2022/01080,2022-05-27,BBVA,572001,27.0,0.0,Lisa Grant
2022/01080,2022-05-27,Clientes (euros),430000,0.0,27.0,Lisa Grant
2022/01076,2022-05-27,BBVA,572001,60.0,0.0,Amanda Nash
2022/01076,2022-05-27,Clientes (euros),430000,0.0,60.0,Amanda Nash
2022/01075,2022-05-27,BBVA,572001,77.44,0.0,Dana Bennett
2022/01075,2022-05-27,Clientes (euros),430000,0.0,77.44,Dana Bennett
2022/01064,2022-05-27,Prestaciones de servicios en España,705000,0.0,49.59,Amanda Nash
2022/01064,2022-05-27,Hacienda Pública. IVA repercutido,477000,0.0,10.41,Amanda Nash
2022/01064,2022-05-27,Clientes (euros),430000,60.0,0.0,Amanda Nash
2022/01067,2022-05-30,Clientes (euros),430000,48.4,0.0,Fred Smith
2022/01067,2022-05-30,Prestaciones de servicios en España,705000,0.0,40.0,Fred Smith
2022/01067,2022-05-30,Hacienda Pública. IVA repercutido,477000,0.0,8.4,Fred Smith
2022/01066,2022-05-30,Clientes (euros),430000,60.5,0.0,Ethan Adams
2022/01066,2022-05-30,Prestaciones de servicios en España,705000,0.0,50.0,Ethan Adams
2022/01066,2022-05-30,Hacienda Pública. IVA repercutido,477000,0.0,10.5,Ethan Adams
2022/01065,2022-05-30,Clientes (euros),430000,50.0,0.0,Michele Williams
2022/01065,2022-05-30,Prestaciones de servicios en España,705000,0.0,41.32,Michele Williams
2022/01065,2022-05-30,Hacienda Pública. IVA repercutido,477000,0.0,8.68,Michele Williams
2022/01195,2022-05-31,Acreedores por prestaciones de servicios en España (euros),410100,0.0,26.5,Sherri Baker
2022/01195,2022-05-31,Servicios de profesionales independientes,623000,25.0,0.0,Sherri Baker
2022/01195,2022-05-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,3.75,Sherri Baker
2022/01195,2022-05-31,Hacienda Pública. IVA soportado,472000,5.25,0.0,Sherri Baker
2022/01194,2022-05-31,Hacienda Pública. IVA soportado,472000,0.62,0.0,Michelle Evans
2022/01194,2022-05-31,Hacienda Pública. IVA repercutido,477000,0.0,0.62,Michelle Evans
2022/01194,2022-05-31,Servicios de profesionales independientes,623000,2.96,0.0,Michelle Evans
2022/01194,2022-05-31,Acreedores por prestaciones de servicios intracomunitarios (euros),410200,0.0,2.96,Michelle Evans
2022/01192,2022-05-31,Servicios de profesionales independientes,623000,205.0,0.0,Thomas Peterson
2022/01192,2022-05-31,Acreedores por prestaciones de servicios en España (euros),410100,0.0,217.3,Thomas Peterson
2022/01192,2022-05-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,30.75,Thomas Peterson
2022/01192,2022-05-31,Hacienda Pública. IVA soportado,472000,43.05,0.0,Thomas Peterson
2022/01191,2022-05-31,Acreedores por prestaciones de servicios en España (euros),410100,0.0,71.02,Tricia Valencia
2022/01191,2022-05-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,10.05,Tricia Valencia
2022/01191,2022-05-31,Hacienda Pública. IVA soportado,472000,14.07,0.0,Tricia Valencia
2022/01191,2022-05-31,Servicios de profesionales independientes,623000,67.0,0.0,Tricia Valencia
2022/01190,2022-05-31,Servicios de profesionales independientes,623000,1749.13,0.0,James Ferrell
2022/01190,2022-05-31,Acreedores por prestaciones de servicios en España (euros),410100,0.0,1929.5,James Ferrell
2022/01190,2022-05-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,273.04,James Ferrell
2022/01190,2022-05-31,Hacienda Pública. IVA soportado,472000,382.26,0.0,James Ferrell
2022/01190,2022-05-31,Servicios de profesionales independientes,623000,71.15,0.0,James Ferrell
2022/01119,2022-05-31,Cash,570001,0.0,28.72,Sara Evans
2022/01119,2022-05-31,Acreedores por prestaciones de servicios (euros),410000,28.72,0.0,Sara Evans
2022/01118,2022-05-31,Hacienda Pública. IVA soportado,472000,2.61,0.0,Sara Evans
2022/01118,2022-05-31,Acreedores por prestaciones de servicios (euros),410000,0.0,28.72,Sara Evans
2022/01118,2022-05-31,"Publicidad, propaganda y relaciones públicas",627000,26.11,0.0,Sara Evans
2022/01105,2022-05-31,Hacienda Pública. IVA soportado,472000,16.56,0.0,Michael Lewis
2022/01105,2022-05-31,Acreedores por prestaciones de servicios (euros),410000,0.0,95.4,Michael Lewis
2022/01105,2022-05-31,Transportes,624000,78.84,0.0,Michael Lewis
2022/01091,2022-05-31,Prestaciones de servicios en España,705000,0.0,60.0,Gabrielle Davis
2022/01091,2022-05-31,Prestaciones de servicios en España,705000,0.0,20.0,Gabrielle Davis
2022/01091,2022-05-31,Hacienda Pública. IVA repercutido,477000,0.0,678.85,Gabrielle Davis
2022/01091,2022-05-31,Prestaciones de servicios en España,705000,0.0,564.24,Gabrielle Davis
2022/01091,2022-05-31,Prestaciones de servicios en España,705000,0.0,76.5,Gabrielle Davis
2022/01091,2022-05-31,Clientes (euros),430000,3911.46,0.0,Gabrielle Davis
2022/01091,2022-05-31,Prestaciones de servicios en España,705000,0.0,2511.87,Gabrielle Davis
2022/01090,2022-05-31,Prestaciones de servicios Intracomunitarias,705100,0.0,4073.0,Abigail Shaffer
2022/01090,2022-05-31,Clientes (euros),430000,4073.0,0.0,Abigail Shaffer
2022/01089,2022-05-31,"Organismos de la Seguridad Social, acreedores",476000,0.0,74.55,Edward Arroyo
2022/01089,2022-05-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,0.0,Edward Arroyo
2022/01089,2022-05-31,Seguridad Social a cargo de la empresa,642000,371.63,0.0,Edward Arroyo
2022/01089,2022-05-31,"Organismos de la Seguridad Social, acreedores",476000,0.0,371.63,Edward Arroyo
2022/01089,2022-05-31,BBVA,572001,0.0,1099.58,Edward Arroyo
2022/01089,2022-05-31,Sueldos y salarios,640000,1174.13,0.0,Edward Arroyo
2022/01088,2022-05-31,"Organismos de la Seguridad Social, acreedores",476000,0.0,115.11,Stephanie Williams
2022/01088,2022-05-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,227.68,Stephanie Williams
2022/01088,2022-05-31,Seguridad Social a cargo de la empresa,642000,573.73,0.0,Stephanie Williams
2022/01088,2022-05-31,"Organismos de la Seguridad Social, acreedores",476000,0.0,573.73,Stephanie Williams
2022/01088,2022-05-31,BBVA,572001,0.0,1469.93,Stephanie Williams
2022/01088,2022-05-31,Sueldos y salarios,640000,1812.72,0.0,Stephanie Williams
